h3_polyfill,Trees,Habitats,Livestock production,Crop production,All food production,geometry_wkt
86187474fffffff,2 - medium,2 - medium,3 - high,1 - low,1 - low,"POLYGON ((201403.795550087 49770.95728531209, 198015.20835754205 48704.045089660794, 197441.18713234388 45097.87444595658, 200256.9547253983 42559.438920557965, 203645.3696624076 43627.87142236528, 204218.18996863585 47233.219563301245, 201403.795550087 49770.95728531209))"
8619732afffffff,3 - high,1 - low,2 - medium,3 - high,2 - medium,"POLYGON ((408373.084298334 565250.1391357805, 405143.77466556674 564336.6323313686, 404622.1456508627 560945.1388060933, 407331.1710892679 558467.7387078459, 410560.5211184262 559382.7800598578, 411080.80599797535 562773.6871662667, 408373.084298334 565250.1391357805))"
86195d21fffffff,1 - low,2 - medium,1 - low,1 - low,1 - low,"POLYGON ((485322.69412392273 169334.39802034775, 482066.6881018347 168316.0163813993, 481550.9964449643 164803.65800953604, 484292.48486024473 162310.4295250994, 487548.35631202685 163330.30073467264, 488062.87458894233 166841.9112125063, 485322.69412392273 169334.39802034775))"
86195dd0fffffff,3 - high,1 - low,2 - medium,2 - medium,2 - medium,"POLYGON ((465524.77124427474 266688.79768461117, 462273.8454878756 265695.6801454652, 461756.77073787607 262210.553650468, 464491.8401086782 259719.25402545492, 467742.67455005145 260713.87599472172, 468258.53161211166 264198.2934765234, 465524.77124427474 266688.79768461117))"
86194ed77ffffff,1 - low,2 - medium,1 - low,1 - low,1 - low,"POLYGON ((580817.8914902059 275498.6859804482, 577617.3150998548 274514.37005855236, 577124.7864597761 271055.27342758374, 579834.021317392 268581.189218818, 583034.5009233463 269566.9906120863, 583525.843114983 273025.39105095575, 580817.8914902059 275498.6859804482))"
861942617ffffff,3 - high,3 - high,3 - high,1 - low,1 - low,"POLYGON ((405532.0410777341 384489.98847201216, 402273.02056646644 383525.9318781622, 401746.0901397329 380068.61266912223, 404479.46152057097 377576.0142299842, 407738.4466119816 378541.59638067766, 408264.09642974363 381998.25168808806, 405532.0410777341 384489.98847201216))"
86194336fffffff,1 - low,2 - medium,1 - low,2 - medium,2 - medium,"POLYGON ((547524.5006939543 278509.4078632666, 544310.1089882934 277524.06153611775, 543810.6775640175 274059.2755579824, 546526.8361658925 271580.53378923435, 549741.1349586756 272567.3716195015, 550239.3687266177 276031.4600241747, 547524.5006939543 278509.4078632666))"
86195b12fffffff,3 - high,3 - high,3 - high,1 - low,3 - high,"POLYGON ((335669.1203416568 112378.3693299437, 332343.1403398814 111336.0865444956, 331796.1321153952 107775.91825241075, 334576.29666277394 105258.81750347128, 337902.1261508618 106302.60751047338, 338447.9422955217 109861.99143083132, 335669.1203416568 112378.3693299437))"
86195d127ffffff,2 - medium,2 - medium,2 - medium,2 - medium,2 - medium,"POLYGON ((482602.1514082999 235309.24461443105, 479354.0323585317 234308.5458096703, 478839.64975501935 230816.6233775607, 481574.5872617377 228326.12082260102, 484822.6002485323 229328.31768503366, 485335.78246453294 232819.51937370858, 482602.1514082999 235309.24461443105))"
86194ad47ffffff,1 - low,2 - medium,1 - low,1 - low,1 - low,"POLYGON ((546612.3405690142 165137.04473500396, 543381.7497952045 164121.0225152662, 542878.3351557043 160619.7156996235, 545606.6658797741 158135.17592096736, 548837.1164009036 159152.67672443963, 549339.3771110564 162653.2390752798, 546612.3405690142 165137.04473500396))"
86195c92fffffff,2 - medium,3 - high,3 - high,2 - medium,2 - medium,"POLYGON ((438300.67740826175 354603.86956308805, 435051.0104573275 353633.34141025494, 434530.49059638876 350172.25465857063, 437260.8978207701 347682.3704648141, 440510.51338047534 348654.4160632911, 441029.7737892298 352114.82869450544, 438300.67740826175 354603.86956308805))"
861959ca7ffffff,1 - low,1 - low,2 - medium,1 - low,1 - low,"POLYGON ((408354.8782993522 155363.3074344627, 405064.67561374005 154336.77705524434, 404533.04967061087 150804.53461265788, 407292.81683074846 148299.58311553794, 410582.8838283946 149327.61436813333, 411113.32003516983 152859.09660897104, 408354.8782993522 155363.3074344627))"
86194659fffffff,3 - high,1 - low,2 - medium,2 - medium,2 - medium,"POLYGON ((419317.60273337504 535893.5372359677, 416088.1181642404 534972.3634249498, 415568.2350819148 531572.1028123369, 418279.1678705981 529093.6144928308, 421508.67931376054 530016.3199422049, 422027.23177846114 533415.982287464, 419317.60273337504 535893.5372359677))"
86194a887ffffff,2 - medium,2 - medium,2 - medium,1 - low,1 - low,"POLYGON ((557017.4700778225 151702.322935726, 553789.5010434289 150683.2925258157, 553287.736766611 147179.91557981874, 556015.087743529 144696.31849112533, 559242.910230426 145716.82395182046, 559743.5289460878 149219.45180740475, 557017.4700778225 151702.322935726))"
86195c577ffffff,3 - high,1 - low,3 - high,3 - high,3 - high,"POLYGON ((371950.1512552183 328147.7339661574, 368668.6949489762 327166.29590713105, 368133.1517351272 323682.93320135685, 370880.33487133373 321181.6992792818, 374161.73458307626 322164.6640709545, 374696.0084448908 325647.33635030856, 371950.1512552183 328147.7339661574))"
86194e727ffffff,3 - high,1 - low,1 - low,3 - high,3 - high,"POLYGON ((565999.2129558185 214541.64139647223, 562783.659156927 213540.00827892515, 562285.868708203 210058.18817640957, 565004.8003344416 207578.72407180286, 568220.2332928671 208581.83856139798, 568716.8561248512 212062.93611591478, 565999.2129558185 214541.64139647223))"
86195db57ffffff,1 - low,2 - medium,1 - low,2 - medium,1 - low,"POLYGON ((525090.6513442831 208468.39532404405, 521856.8243381302 207462.81824492675, 521350.41991647874 203970.8271200657, 524079.020504618 201485.14182096132, 527312.7269669174 202492.206550016, 527817.954050418 205983.46926523204, 525090.6513442831 208468.39532404405))"
86194a167ffffff,2 - medium,2 - medium,2 - medium,2 - medium,1 - low,"POLYGON ((565921.2404101761 127752.43876075186, 562693.8734662812 126727.51525109351, 562193.0813157558 123218.57716738275, 564920.790176887 120735.32106796876, 568147.9999785539 121761.71486367457, 568647.6587169686 125269.89483835225, 565921.2404101761 127752.43876075186))"
86195c717ffffff,3 - high,2 - medium,2 - medium,2 - medium,2 - medium,"POLYGON ((373166.42023133114 295247.5592976888, 369880.7301239266 294257.1386686113, 369344.75866232824 290762.9504753689, 372095.7341963328 288259.88752780715, 375381.3531520535 289251.8315394803, 375916.068416502 292745.3154273486, 373166.42023133114 295247.5592976888))"
8619423afffffff,2 - medium,1 - low,1 - low,2 - medium,2 - medium,"POLYGON ((448934.5280438778 384162.2472647016, 445693.78519586695 383200.44542943983, 445176.3952805834 379751.66790563194, 447901.0161094403 377265.3532967978, 451141.7190666322 378228.67306091404, 451657.8417666485 381676.7897775957, 448934.5280438778 384162.2472647016))"
86187482fffffff,3 - high,3 - high,3 - high,2 - medium,3 - high,"POLYGON ((244256.1831406776 117773.72947813262, 240893.35691231297 116727.64683390234, 240328.16399095597 113150.64911777774, 243127.01750997655 110620.52454081652, 246489.70138910288 111668.13088134339, 247053.6748026131 115244.33849218566, 244256.1831406776 117773.72947813262))"
86195a2d7ffffff,2 - medium,2 - medium,3 - high,1 - low,2 - medium,"POLYGON ((253790.9046738528 137716.24524245266, 250434.50663649553 136676.11337177028, 249871.39527551315 133107.19128807398, 252665.90817514015 130579.18232147052, 256022.17262225295 131620.83915480503, 256584.05846368248 135188.98037310838, 253790.9046738528 137716.24524245266))"
861941607ffffff,1 - low,2 - medium,1 - low,2 - medium,2 - medium,"POLYGON ((593343.7892498623 299154.3996653943, 590152.0238054729 298177.2013529252, 589663.0203941567 294728.4330862634, 592366.9745591192 292257.5488483194, 595558.6518620785 293236.23279249016, 596046.463799027 296684.31564141926, 593343.7892498623 299154.3996653943))"
8619583a7ffffff,3 - high,1 - low,3 - high,2 - medium,2 - medium,"POLYGON ((371391.40582937095 180886.8285137752, 368089.1742764986 179865.1007977178, 367550.5521238453 176333.40728857002, 370315.37297905656 173824.1945251397, 373617.48271973204 174847.43283449853, 374154.894105355 178378.3736706248, 371391.40582937095 180886.8285137752))"
8619438afffffff,3 - high,1 - low,1 - low,3 - high,3 - high,"POLYGON ((526886.0106563289 348181.27615992975, 523673.0143714758 347213.8108508742, 523171.52380511764 343768.23062451975, 525884.2601849094 341290.78609600733, 529097.1941376558 342259.7528928979, 529597.4547114117 345704.6630134012, 526886.0106563289 348181.27615992975))"
86195c8b7ffffff,3 - high,3 - high,3 - high,2 - medium,3 - high,"POLYGON ((408999.07781525573 345853.1039850937, 405735.7619531277 344878.568897664, 405208.64852771204 341408.6362553008, 407946.1166683797 338913.91904803715, 411209.38016365946 339889.9759595889, 411735.2285716102 343359.2285437373, 408999.07781525573 345853.1039850937))"
861946157ffffff,1 - low,1 - low,2 - medium,2 - medium,1 - low,"POLYGON ((484446.53670206445 518821.4386302453, 481241.97516824165 517898.89004581736, 480736.59578186076 514505.2248264174, 483437.08261427714 512034.7095476487, 486641.6561485261 512958.777591169, 487145.7315249666 516351.8416733376, 484446.53670206445 518821.4386302453))"
86194e907ffffff,3 - high,1 - low,1 - low,3 - high,3 - high,"POLYGON ((613986.8164681846 272499.33633779245, 610800.0576067354 271516.0504902678, 610314.3802766703 268062.6265953165, 613016.6377147548 265593.18366577383, 616203.2960019326 266577.9489869754, 616687.7980789206 270030.6780716827, 613986.8164681846 272499.33633779245))"
86194ed2fffffff,1 - low,1 - low,1 - low,1 - low,1 - low,"POLYGON ((578601.681419335 281428.8550963071, 575401.0108469222 280446.02562133333, 574908.2326828978 276988.435993341, 577617.3150998548 274514.37005855236, 580817.8914902059 275498.6859804482, 581309.4803050606 278955.58169625956, 578601.681419335 281428.8550963071))"
8619428dfffffff,2 - medium,1 - low,2 - medium,3 - high,3 - high,"POLYGON ((455117.8489585313 425434.1213515933, 451886.0286347266 424484.0647405473, 451371.17444415786 421050.9629467591, 454089.4216471105 418568.56087452825, 457321.21878261294 419520.13721775095, 457834.7925835266 422952.59615725407, 455117.8489585313 425434.1213515933))"
86194601fffffff,1 - low,1 - low,3 - high,1 - low,1 - low,"POLYGON ((471111.5140449725 511732.11002511345, 467900.11907543347 510806.8868697963, 467391.4582510081 507407.9844073503, 470095.498901597 504934.91038226197, 473306.9045620118 505861.65505883633, 473814.25955805613 509259.95246143197, 471111.5140449725 511732.11002511345))"
861942a07ffffff,3 - high,1 - low,1 - low,3 - high,3 - high,"POLYGON ((479561.64410001517 403107.88022710057, 476336.7762605479 402152.9605047429, 475826.6865340322 398716.8837257119, 478542.7300365385 396236.37745910074, 481767.56285583216 397192.811128108, 482276.38786915684 400628.2373809146, 479561.64410001517 403107.88022710057))"
861943817ffffff,3 - high,1 - low,1 - low,3 - high,3 - high,"POLYGON ((530597.302795841 352590.6663941542, 527386.5502702862 351624.61197981227, 526886.0106563289 348181.27615992975, 529597.4547114117 345704.6630134012, 532808.1463830749 346672.2186359316, 533307.4555217332 350114.886477859, 530597.302795841 352590.6663941542))"
86195d277ffffff,1 - low,2 - medium,1 - low,1 - low,1 - low,"POLYGON ((497306.9026107582 166387.15784200758, 494055.56523608725 165368.66463604447, 493542.2180142305 161857.80215647278, 496281.37756651104 159366.1813394077, 499532.5783313028 160386.16168743113, 500044.75682182435 163896.27606533986, 497306.9026107582 166387.15784200758))"
86195eb0fffffff,2 - medium,3 - high,3 - high,1 - low,1 - low,"POLYGON ((339111.4778946588 298331.57368935423, 335812.0202329865 297340.1221044314, 335268.8273523313 293840.1423177147, 338026.36027549516 291332.3201073036, 341325.7511575792 292325.30132192397, 341867.67659225466 295824.57542900817, 339111.4778946588 298331.57368935423))"
86195dd6fffffff,3 - high,1 - low,1 - low,3 - high,2 - medium,"POLYGON ((479704.21787655214 257723.09610016755, 476458.0206928551 256728.32618075266, 475943.67411777383 253243.10818044038, 478676.7353931599 250753.37204810587, 481922.83630341035 251749.6429958733, 482435.9728857762 255234.14936800976, 479704.21787655214 257723.09610016755))"
86195994fffffff,1 - low,2 - medium,1 - low,1 - low,1 - low,"POLYGON ((480680.3737912476 137688.83099796087, 477418.19837217504 136661.6775904685, 476900.6959207549 133138.56396136063, 479646.5314426564 130643.36544914573, 482908.55889924464 131672.0049738126, 483424.89946582116 135194.3572605187, 480680.3737912476 137688.83099796087))"
86194161fffffff,1 - low,2 - medium,1 - low,2 - medium,1 - low,"POLYGON ((589663.0203941567 294728.4330862634, 586469.027525921 293749.82850551506, 585979.0778055183 290298.85354302544, 588684.312565198 287827.170999215, 591878.2157925682 288807.2614233668, 592366.9745591192 292257.5488483194, 589663.0203941567 294728.4330862634))"
86194ec47ffffff,2 - medium,1 - low,1 - low,3 - high,3 - high,"POLYGON ((577863.5187941308 254731.41316384723, 574658.6999307298 253741.30455965846, 574164.795982374 250274.8234013245, 576876.8910466493 247799.15617576602, 580081.6048305125 248790.74860563868, 580574.3292884227 252256.52475169383, 577863.5187941308 254731.41316384723))"
86194374fffffff,2 - medium,1 - low,1 - low,3 - high,2 - medium,"POLYGON ((502201.3858818269 284526.4501841833, 498968.55115897744 283540.2295867652, 498459.74069638364 280068.340150032, 501184.97922491125 277583.3702631502, 504417.7272196274 278571.0907861742, 504925.3240852418 282042.2815792618, 502201.3858818269 284526.4501841833))"
86194a56fffffff,2 - medium,3 - high,2 - medium,1 - low,1 - low,"POLYGON ((526389.0742632371 131977.6554051749, 523145.4682962533 130951.59170179992, 522636.93784914433 127435.9573953315, 525373.1605117804 124947.14693056457, 528616.6133690475 125974.68819905663, 529123.9973354363 129489.56273360687, 526389.0742632371 131977.6554051749))"
861955d97ffffff,1 - low,2 - medium,3 - high,2 - medium,3 - high,"POLYGON ((333683.94132073445 563664.4001208976, 330422.8973081348 562746.5913382662, 329883.7465884909 559339.7606239357, 332607.00786341296 556851.3309453732, 335868.10121739993 557770.6875379573, 336405.884650895 561176.9262060468, 333683.94132073445 563664.4001208976))"
86195d857ffffff,3 - high,2 - medium,1 - low,3 - high,3 - high,"POLYGON ((504278.8911248641 235331.97986967157, 501039.9602747175 234332.5014341406, 500530.0854769071 230844.94350208167, 503260.33618907287 228357.5833083621, 506499.1593639646 229358.55607716728, 507007.8401715623 232845.39503417636, 504278.8911248641 235331.97986967157))"
8619598efffffff,2 - medium,3 - high,2 - medium,2 - medium,2 - medium,"POLYGON ((463313.7469817445 125493.21942500465, 460042.6611565959 124461.79873533489, 459521.3641156087 120931.43482340098, 462272.3153978284 118433.25983102439, 465543.24898149655 119466.16788351795, 466063.3841959204 122995.76393836911, 463313.7469817445 125493.21942500465))"
861955b77ffffff,3 - high,1 - low,3 - high,2 - medium,2 - medium,"POLYGON ((420586.7160298284 503700.33217731793, 417352.5707622925 502770.21939428966, 416832.10086334846 499358.37375248724, 419547.09595991526 496877.25307444774, 422781.25456936023 497808.89595954167, 423300.4054249246 501220.1296477858, 420586.7160298284 503700.33217731793))"
861943437ffffff,2 - medium,1 - low,3 - high,2 - medium,2 - medium,"POLYGON ((466608.34620949184 336646.29473314405, 463367.99867285404 335672.37341125647, 462853.1211036125 332210.82253247156, 465579.8358549453 329723.8728108491, 468820.1217433989 330699.3051139733, 469333.75520641165 334160.17644777475, 466608.34620949184 336646.29473314405))"
86195d2f7ffffff,1 - low,3 - high,1 - low,1 - low,1 - low,"POLYGON ((481550.9964449643 164803.65800953604, 478292.79032762337 163783.841887275, 477776.2082369363 160269.30730171115, 480519.0055758367 157775.33927892562, 483777.07541130827 158796.64502362738, 484292.48486024473 162310.4295250994, 481550.9964449643 164803.65800953604))"
86195d287ffffff,1 - low,2 - medium,2 - medium,2 - medium,2 - medium,"POLYGON ((473324.51341970905 172285.07353077322, 470063.84058709047 171266.80484458106, 469545.795190994 167752.95100067405, 472289.60133281257 165258.11388003436, 475550.1416520424 166277.87456884637, 476067.0090149232 169790.98072968144, 473324.51341970905 172285.07353077322))"
